+-------------+----------------------+--------+------------+------------+------------+------------+-----+
|      ID     |         Name         | Gender |  Birthday  |   Death    |   Child    |   Spouse   | Age |
|  ERROR  | INDIVIDUAL |    US30    |                    List of wife Living married                    |              us_17_I7              |
|  ERROR  | INDIVIDUAL |    US30    |                    List of wife Living married                    |              us_17_I9              |
|  ERROR  | INDIVIDUAL |    US30    |                    List of wife Living married                    |             us_17_I10              |
|  ERROR  | INDIVIDUAL |    US30    |                   List of husband Living married                  |              us_18_I1              |
|  ERROR  | INDIVIDUAL |    US30    |                    List of wife Living married                    |              us_18_I2              |
|  ERROR  | INDIVIDUAL |    US30    |                    List of wife Living married                    |              us_18_I3              |
|  ERROR  | INDIVIDUAL |    US30    |                   List of husband Living married                  |              us_18_I4              |
|  ERROR  | INDIVIDUAL |    US30    |                    List of wife Living married                    |              us_18_I5              |
|  ERROR  | INDIVIDUAL |    US30    |                   List of husband Living married                  |              us_18_I6              |
|  ERROR  | INDIVIDUAL |    US30    |                    List of wife Living married                    |              us_18_I7              |
|  ERROR  | INDIVIDUAL |    US30    |                   List of husband Living married                  |             us_18_I11              |
|  ERROR  | INDIVIDUAL |    US19    |                First cousins married to each other                |        us_18_I11-us_18_I15         |
|  ERROR  | INDIVIDUAL |    US30    |                    List of wife Living married                    |             us_18_I15              |
|  ERROR  | INDIVIDUAL |    US30    |                   List of husband Living married                  |              us_19_I1              |
|  ERROR  | INDIVIDUAL |    US30    |                    List of wife Living married                    |              us_19_I2              |
|  ERROR  | INDIVIDUAL |    US30    |                    List of wife Living married                    |              us_19_I3              |
|  ERROR  | INDIVIDUAL |    US30    |                   List of husband Living married                  |              us_19_I4              |
|  ERROR  | INDIVIDUAL |    US30    |                    List of wife Living married                    |              us_19_I5              |
|  ERROR  | INDIVIDUAL |    US30    |                   List of husband Living married                  |              us_19_I6              |
|  ERROR  | INDIVIDUAL |    US30    |                    List of wife Living married                    |              us_19_I7              |
|  ERROR  | INDIVIDUAL |    US30    |                    List of wife Living married                    |              us_19_I9              |
|  ERROR  | INDIVIDUAL |    US19    |                First cousins married to each other                |         us_19_I9-us_19_I11         |
|  ERROR  | INDIVIDUAL |    US19    |                First cousins married to each other                |         us_19_I9-us_19_I13         |
|  ERROR  | INDIVIDUAL |    US30    |                   List of husband Living married                  |             us_19_I11              |
|  ERROR  | INDIVIDUAL |    US30    |                   List of husband Living married                  |             us_19_I13              |
|  ERROR  | INDIVIDUAL |    US30    |                   List of husband Living married                  |              us_21_I1              |
|  ERROR  | INDIVIDUAL |    US35    |                        List of recent birth                       |              us_21_I1              |
|  ERROR  | INDIVIDUAL |    US30    |                    List of wife Living married                    |              us_21_I2              |
|  ERROR  | INDIVIDUAL |    US30    |                   List of husband Living married                  |              us_21_I3              |
|  ERROR  | INDIVIDUAL |    US35    |                        List of recent birth                       |              us_21_I4              |
|  ERROR  | INDIVIDUAL |    US30    |                    List of wife Living married                    |              us_21_I5              |
|  ERROR  | INDIVIDUAL |    US30    |                    List of wife Living married                    |              us_37_I1              |
|  ERROR  |   FAMILY   |    US13    |                      Sibling spacing violated                     | sprint1_F3-sprint1_I12,sprint1_I21 |
|  ERROR  |   FAMILY   |    US13    |                      Sibling spacing violated                     | sprint1_F3-sprint1_I18,sprint1_I20 |
|  ERROR  |   FAMILY   |    US13    |                      Sibling spacing violated                     | sprint1_F3-sprint1_I19,sprint1_I21 |
|  ERROR  |   FAMILY   |    US13    |                      Sibling spacing violated                     | sprint1_F3-sprint1_I22,sprint1_I12 |
|  ERROR  |   family   |    US05    |    marriage 2021-04-04 is after death 2020-12-15 of individual    |              us_01_I2              |
|  ERROR  |   family   |    US04    |          marriage 1990-04-04 is after divorce 1987-04-04          |              us_04_F1              |
|  ERROR  |   family   |    US05    |    marriage 1990-04-04 is after death 1989-09-11 of individual    |              us_05_I3              |
|  ERROR  |   FAMILY   |    US13    |                      Sibling spacing violated                     |     us_13_F1-us_13_I3,us_13_I4     |
|  ERROR  |   FAMILY   |    US13    |                      Sibling spacing violated                     |     us_13_F1-us_13_I5,us_13_I6     |
|  ERROR  |   family   |    US04    |                       marriage not specified                      |              us_21_F1              |
|  ERROR  |   family   |    US05    |                    marriage date not specified                    |              us_21_I2              |
|  ERROR  |   family   |    US05    |                    marriage date not specified                    |              us_21_I1              |
|  ERROR  |   family   |    US04    |                       marriage not specified                      |              us_21_F2              |
|  ERROR  |   family   |    US05    |                    marriage date not specified                    |              us_21_I5              |
|  ERROR  |   family   |    US05    |                    marriage date not specified                    |              us_21_I3              |
|  ERROR  |   family   |    US04    |                       marriage not specified                      |              us_31_F1              |
|  ERROR  |   family   |    US05    |                    marriage date not specified                    |              us_31_I1              |
|  ERROR  |   family   |    US05    |                    marriage date not specified                    |              us_31_I2              |
|  ERROR  |   family   |    US04    |                       marriage not specified                      |              us_37_F1              |
|  ERROR  |   family   |    US05    |                    marriage date not specified                    |              us_37_I1              |
|  ERROR  |   family   |    US05    |                    marriage date not specified                    |              us_37_I2              |
| ANAMOLY |   Family   |    US34    |             Age difference between the spouse is large            |             sprint1_I7             |
|  ERROR  |   Family   |    US37    | List of spouses and decendents of dead people within last 30 days |              us_37_I1              |
|  ERROR  |   Family   |    US37    | List of spouses and decendents of dead people within last 30 days |      ['us_37_I3', 'us_37_I4']      |
+---------+------------+------------+-------------------------------------------------------------------+------------------------------------+
